Release Name,Release Date,Release Time,App Version
argo-workflows-0.32.2,2023-08-11,01:15:12,v3.4.9
argo-rollouts-2.31.5,2023-08-09,00:04:20,v1.5.1
argo-cd-5.43.3,2023-08-09,22:18:57,v2.8.0
argo-cd-5.43.2,2023-08-09,08:36:10,v2.8.0
argo-cd-5.43.1,2023-08-09,08:20:17,v2.8.0
argo-cd-5.43.0,2023-08-08,14:36:04,v2.8.0
argo-cd-5.42.3,2023-08-08,06:11:54,v2.7.11
argo-rollouts-2.31.4,2023-08-05,10:27:42,v1.5.1
argo-cd-5.42.2,2023-08-05,10:18:36,v2.7.10
argo-rollouts-2.31.3,2023-08-01,09:07:36,v1.5.1
argo-cd-5.42.1,2023-08-01,05:57:37,v2.7.10
argo-workflows-0.32.1,2023-07-27,13:58:12,v3.4.9
argo-cd-5.42.0,2023-07-27,22:05:30,v2.7.9
argo-rollouts-2.31.2,2023-07-25,00:23:11,v1.5.1
argo-cd-5.41.2,2023-07-25,02:10:03,v2.7.9
argocd-apps-1.4.1,2023-07-23,04:26:08,
argocd-apps-1.4.0,2023-07-22,13:46:54,
argo-workflows-0.32.0,2023-07-20,23:20:17,v3.4.9
argo-rollouts-2.31.1,2023-07-20,17:26:45,v1.5.1
argo-cd-5.41.1,2023-07-19,22:26:30,v2.7.8
argo-cd-5.41.0,2023-07-18,06:51:38,v2.7.7
argo-cd-5.40.0,2023-07-17,12:21:05,v2.7.7
argo-cd-5.39.1,2023-07-17,09:56:36,v2.7.7
argo-cd-5.39.0,2023-07-13,14:07:28,v2.7.7
argocd-apps-1.3.0,2023-07-11,16:16:56,
argo-workflows-0.31.0,2023-07-11,12:07:29,v3.4.8
argo-cd-5.38.1,2023-07-11,13:01:22,v2.7.7
argo-cd-5.38.0,2023-07-10,08:14:40,v2.7.7
argo-cd-5.37.1,2023-07-06,08:26:09,v2.7.7
argo-cd-5.37.0,2023-07-04,14:07:24,v2.7.6
argo-cd-5.36.15,2023-07-04,09:22:40,v2.7.6
argo-cd-5.36.14,2023-07-03,17:55:22,v2.7.6
argo-cd-5.36.13,2023-07-02,08:07:38,v2.7.6
argo-cd-5.36.12,2023-07-02,03:16:49,v2.7.6
argo-cd-5.36.11,2023-06-29,16:02:41,v2.7.6
argo-cd-5.36.9,2023-06-26,14:41:11,v2.7.6
argo-cd-5.36.10,2023-06-26,14:55:27,v2.7.6
argo-workflows-0.30.0,2023-06-24,22:29:03,v3.4.8
argo-workflows-0.29.3,2023-06-23,16:35:23,v3.4.8
argo-cd-5.36.7,2023-06-23,13:59:34,v2.7.6
argo-events-2.4.0,2023-06-21,12:41:55,v1.8.0
argo-cd-5.36.6,2023-06-21,14:54:37,v2.7.6
argo-cd-5.36.5,2023-06-21,04:27:57,v2.7.6
argo-cd-5.36.4,2023-06-20,13:07:45,v2.7.5
argo-cd-5.36.3,2023-06-20,00:05:45,v2.7.5
argo-cd-5.36.2,2023-06-17,04:55:38,v2.7.5
argo-workflows-0.29.2,2023-06-08,03:48:28,v3.4.8
argo-cd-5.36.1,2023-06-08,22:52:40,v2.7.4
argo-cd-5.36.0,2023-06-07,08:52:24,v2.7.4
argo-cd-5.35.1,2023-06-06,04:53:38,v2.7.4
argo-workflows-0.29.1,2023-06-05,14:15:25,v3.4.8
argo-cd-5.35.0,2023-06-05,14:31:31,v2.7.3
argo-rollouts-2.31.0,2023-06-04,11:08:02,v1.5.0
argo-workflows-0.29.0,2023-06-03,14:41:13,v3.4.8
argo-cd-5.34.6,2023-05-29,04:32:37,v2.7.3
argo-rollouts-2.30.1,2023-05-27,14:52:04,v1.5.0
argo-workflows-0.28.2,2023-05-26,04:19:27,v3.4.8
argo-workflows-0.28.1,2023-05-25,12:31:09,v3.4.7
argo-cd-5.34.5,2023-05-24,23:23:36,v2.7.3
argo-rollouts-2.30.0,2023-05-23,07:07:55,v1.5.0
argo-cd-5.34.4,2023-05-23,20:29:47,v2.7.2
argo-cd-5.34.3,2023-05-23,02:47:12,v2.7.2
argo-cd-5.34.2,2023-05-22,17:07:33,v2.7.2
argocd-apps-1.2.0,2023-05-21,07:19:50,
argo-rollouts-2.29.0,2023-05-20,15:39:35,v1.5.0
argocd-apps-1.1.0,2023-05-19,09:35:18,
argo-workflows-0.28.0,2023-05-19,10:35:50,v3.4.7
argo-cd-5.34.1,2023-05-17,14:25:05,v2.7.2
argo-cd-5.34.0,2023-05-17,13:40:41,v2.7.2
argo-cd-5.33.4,2023-05-16,09:24:22,v2.7.2
argo-cd-5.33.3,2023-05-13,11:01:42,v2.7.2
argo-cd-5.33.2,2023-05-12,15:19:23,v2.7.2
argo-workflows-0.27.0,2023-05-11,06:39:40,v3.4.7
argo-workflows-0.26.6,2023-05-11,00:09:56,v3.4.7
argo-cd-5.33.1,2023-05-11,14:07:07,v2.7.1
argo-cd-5.33.0,2023-05-11,00:40:17,v2.7.1
argocd-image-updater-0.9.1,2023-05-10,16:46:54,v0.12.2
argocd-apps-1.0.1,2023-05-10,16:59:38,
argo-workflows-0.26.5,2023-05-10,14:21:35,v3.4.7
argo-workflows-0.26.4,2023-05-10,10:16:35,v3.4.7
argo-rollouts-2.28.0,2023-05-10,15:37:42,v1.5.0
argo-events-2.3.3,2023-05-10,15:49:04,v1.7.6
argo-cd-5.32.2,2023-05-10,13:50:04,v2.7.1
argo-workflows-0.26.3,2023-05-09,03:42:14,v3.4.7
argo-events-2.3.2,2023-05-09,00:38:41,v1.7.6
argo-workflows-0.26.2,2023-05-08,20:03:24,v3.4.7
argo-cd-5.32.1,2023-05-08,11:23:13,v2.7.1
argo-events-2.3.1,2023-05-07,14:18:59,v1.7.6
argo-workflows-0.26.1,2023-05-06,16:20:35,v3.4.7
argo-rollouts-2.27.0,2023-05-06,11:32:12,v1.4.1
argo-events-2.3.0,2023-05-06,11:18:40,v1.7.6
argo-workflows-0.26.0,2023-05-05,14:31:11,v3.4.7
argo-workflows-0.25.2,2023-05-05,14:14:01,v3.4.7
argo-cd-5.32.0,2023-05-05,20:19:39,v2.7.1
argo-cd-5.31.1,2023-05-03,09:48:25,v2.7.1
argo-cd-5.31.0,2023-05-02,12:29:53,v2.7.0
argo-cd-5.30.1,2023-05-02,10:28:37,v2.7.0
argo-cd-5.30.0,2023-05-02,07:29:11,v2.7.0
argo-rollouts-2.26.1,2023-04-28,07:54:50,v1.4.1
argocd-apps-1.0.0,2023-04-27,12:49:28,
argo-workflows-0.25.1,2023-04-24,16:57:53,v3.4.7
argo-workflows-0.25.0,2023-04-24,05:47:37,v3.4.7
argo-rollouts-2.26.0,2023-04-24,14:41:03,v1.4.1
argocd-image-updater-0.9.0,2023-04-16,08:13:22,v0.12.2
argo-workflows-0.24.1,2023-04-14,13:55:07,v3.4.7
argo-workflows-0.24.0,2023-04-13,09:25:33,v3.4.7
argo-rollouts-2.25.0,2023-04-13,23:59:09,v1.4.1
argo-rollouts-2.24.0,2023-04-13,18:16:41,v1.4.1
argo-events-2.2.0,2023-04-13,18:38:28,v1.7.6
argo-cd-5.29.1,2023-04-13,23:44:42,v2.6.7
argo-cd-5.29.0,2023-04-13,14:09:40,v2.6.7
argo-workflows-0.23.2,2023-04-12,04:52:48,v3.4.7
argo-workflows-0.23.1,2023-04-11,13:50:51,v3.4.6
argo-cd-5.28.2,2023-04-11,13:34:12,v2.6.7
argo-events-2.1.6,2023-04-07,12:46:03,v1.7.6
argocd-image-updater-0.8.5,2023-04-06,13:52:44,v0.12.2
argo-workflows-0.23.0,2023-04-06,23:43:19,v3.4.6
argo-cd-5.28.1,2023-04-06,16:17:02,v2.6.7
argo-workflows-0.22.16,2023-04-04,11:10:35,v3.4.6
argo-cd-5.28.0,2023-04-03,09:59:17,v2.6.7
argo-events-2.1.5,2023-04-01,20:40:27,v1.7.6
argo-cd-5.27.5,2023-03-30,16:33:34,v2.6.7
argo-rollouts-2.23.0,2023-03-29,09:16:56,v1.4.1
argo-cd-5.27.4,2023-03-28,13:49:13,v2.6.7
argo-cd-5.27.3,2023-03-24,09:57:20,v2.6.7
argo-cd-5.27.2,2023-03-24,00:09:05,v2.6.7
argo-workflows-0.22.15,2023-03-23,07:09:27,v3.4.5
argo-cd-5.27.1,2023-03-17,08:25:05,v2.6.6
argo-workflows-0.22.14,2023-03-16,11:05:16,v3.4.5
argo-cd-5.27.0,2023-03-16,00:09:12,v2.6.5
argo-events-2.1.4,2023-03-15,17:34:46,v1.7.6
argo-cd-5.26.3,2023-03-15,19:28:01,v2.6.5
argo-cd-5.26.2,2023-03-15,14:00:41,v2.6.5
argo-cd-5.26.1,2023-03-14,18:42:39,v2.6.5
argo-cd-5.26.0,2023-03-12,14:00:47,v2.6.4
argo-cd-5.25.0,2023-03-09,12:05:22,v2.6.4
argo-cd-5.24.4,2023-03-09,10:48:48,v2.6.4
argo-cd-5.24.3,2023-03-08,07:46:54,v2.6.4
argo-cd-5.24.2,2023-03-08,07:13:22,v2.6.4
argo-cd-5.24.1,2023-03-03,17:53:36,v2.6.3
argocd-apps-0.0.9,2023-03-02,14:59:22,
argo-rollouts-2.22.3,2023-03-02,15:08:16,v1.4.1
argo-cd-5.24.0,2023-03-02,14:29:29,v2.6.3
argo-cd-5.23.5,2023-02-28,23:30:25,v2.6.3
argo-cd-5.23.4,2023-02-28,21:53:42,v2.6.3
argo-cd-5.23.3,2023-02-28,08:32:15,v2.6.3
argo-cd-5.23.2,2023-02-26,16:34:21,v2.6.2
argo-workflows-0.22.13,2023-02-24,21:57:04,v3.4.5
argo-workflows-0.22.12,2023-02-23,17:44:23,v3.4.5
argo-cd-5.23.1,2023-02-23,18:12:14,v2.6.2
argo-cd-5.23.0,2023-02-23,16:57:40,v2.6.2
argo-events-2.1.3,2023-02-21,01:14:54,v1.7.6
argo-cd-5.22.1,2023-02-19,12:38:23,v2.6.2
argo-cd-5.22.0,2023-02-17,16:38:41,v2.6.2
argo-cd-5.21.1,2023-02-17,08:23:54,v2.6.2
argo-cd-5.21.0,2023-02-15,00:11:41,v2.6.1
argo-cd-5.20.5,2023-02-14,12:21:52,v2.6.1
argo-cd-5.20.4,2023-02-13,11:22:38,v2.6.1
argo-workflows-0.22.11,2023-02-10,05:32:10,v3.4.5
argocd-apps-0.0.8,2023-02-09,22:44:40,
argo-cd-5.20.3,2023-02-08,20:15:43,v2.6.1
argo-cd-5.20.2,2023-02-08,16:42:35,v2.6.0
argo-cd-5.20.1,2023-02-08,01:10:02,v2.6.0
argo-workflows-0.22.10,2023-02-07,15:11:29,v3.4.5
argo-cd-5.20.0,2023-02-07,15:02:47,v2.6.0
argo-cd-5.19.15,2023-02-06,04:40:38,v2.5.10
argo-cd-5.19.14,2023-02-02,21:56:38,v2.5.10
argo-cd-5.19.13,2023-02-02,04:11:31,v2.5.9
argocd-image-updater-0.8.4,2023-02-01,21:07:41,v0.12.2
argocd-image-updater-0.8.3,2023-01-29,18:59:51,v0.12.0
argocd-apps-0.0.7,2023-01-29,19:17:57,
argo-workflows-0.22.9,2023-01-29,18:48:45,v3.4.4
argo-rollouts-2.22.2,2023-01-29,19:14:29,v1.4.0
argo-events-2.1.2,2023-01-29,19:07:55,v1.7.5
argo-events-2.1.1,2023-01-29,12:16:37,v1.7.5
argo-cd-5.19.12,2023-01-29,15:23:26,v2.5.9
argo-cd-5.19.11,2023-01-28,13:41:15,v2.5.9
argo-cd-5.19.9,2023-01-27,14:47:36,v2.5.8
argo-cd-5.19.10,2023-01-27,23:20:39,v2.5.8
argo-cd-5.19.8,2023-01-26,12:06:45,v2.5.8
argo-cd-5.19.7,2023-01-26,08:23:02,v2.5.8
argo-events-2.1.0,2023-01-25,21:46:36,v1.7.4
argo-cd-5.19.6,2023-01-24,00:18:44,v2.5.7
argo-cd-5.19.5,2023-01-22,19:22:59,v2.5.7
argo-cd-5.19.4,2023-01-22,17:20:54,v2.5.7
argocd-image-updater-0.8.2,2023-01-21,11:38:12,v0.12.0
argo-cd-5.19.3,2023-01-21,19:11:20,v2.5.7
argo-cd-5.19.2,2023-01-21,12:19:10,v2.5.7
argo-cd-5.19.1,2023-01-21,12:08:16,v2.5.7
argo-cd-5.19.0,2023-01-21,09:25:14,v2.5.7
argo-rollouts-2.22.1,2023-01-20,16:42:17,v1.4.0
argo-cd-5.18.1,2023-01-20,14:34:15,v2.5.7
argo-rollouts-2.22.0,2023-01-19,21:14:27,v1.4.0
argo-rollouts-2.21.3,2023-01-19,10:37:43,v1.3.1
argo-cd-5.18.0,2023-01-19,22:15:14,v2.5.7
argo-rollouts-2.21.2,2023-01-18,02:39:11,v1.3.1
argo-cd-5.17.4,2023-01-18,13:01:18,v2.5.7
argo-cd-5.17.2,2023-01-18,06:44:45,v2.5.7
argo-cd-5.17.1,2023-01-11,06:33:59,v2.5.6
argo-workflows-0.22.8,2023-01-10,00:03:48,v3.4.4
argo-cd-5.17.0,2023-01-10,12:32:17,v2.5.5
argo-cd-5.16.15,2023-01-10,08:59:08,v2.5.5
argo-cd-5.16.14,2023-01-04,09:49:57,v2.5.5
argo-workflows-0.22.7,2023-01-03,01:46:24,v3.4.4
argo-workflows-0.22.6,2022-12-30,05:21:07,v3.4.4
argo-workflows-0.22.5,2022-12-29,16:31:57,v3.4.4
argo-events-2.0.11,2022-12-29,17:55:54,v1.7.4
argo-cd-5.16.13,2022-12-29,16:26:56,v2.5.5
argo-cd-5.16.12,2022-12-29,15:47:53,v2.5.5
argo-cd-5.16.11,2022-12-29,11:49:31,v2.5.5
argo-cd-5.16.10,2022-12-27,12:12:26,v2.5.5
argocd-apps-0.0.6,2022-12-25,13:56:50,
argo-events-2.0.10,2022-12-24,19:41:24,v1.7.4
argo-workflows-0.22.4,2022-12-22,13:00:59,v3.4.4
argo-cd-5.16.9,2022-12-20,13:18:36,v2.5.5
argo-cd-5.16.8,2022-12-20,11:54:14,v2.5.5
argo-workflows-0.22.3,2022-12-19,09:08:04,v3.4.4
argo-workflows-0.22.2,2022-12-18,23:42:17,v3.4.4
argo-events-2.0.9,2022-12-17,00:45:45,v1.7.3
argo-cd-5.16.7,2022-12-17,11:36:17,v2.5.5
argo-events-2.0.8,2022-12-15,08:33:57,v1.7.3
argo-cd-5.16.6,2022-12-15,06:03:36,v2.5.4
argo-cd-5.16.5,2022-12-14,21:13:18,v2.5.4
argo-cd-5.16.4,2022-12-13,21:31:30,v2.5.4
argo-cd-5.16.3,2022-12-13,06:19:38,v2.5.4
argocd-apps-0.0.5,2022-12-10,14:50:54,
argo-workflows-0.22.1,2022-12-09,06:50:29,v3.4.4
argo-events-2.0.7,2022-12-09,13:08:09,v1.7.3
argo-cd-5.16.2,2022-12-07,07:41:56,v2.5.4
argocd-apps-0.0.4,2022-12-02,13:26:38,
argo-workflows-0.22.0,2022-12-02,13:51:34,v3.4.4
argo-workflows-0.21.0,2022-12-02,10:29:52,v3.4.4
argo-cd-5.16.1,2022-12-02,14:48:40,v2.5.3
argo-workflows-0.20.12,2022-11-30,15:26:09,v3.4.4
argo-cd-5.16.0,2022-11-30,23:28:36,v2.5.3
argo-cd-5.15.2,2022-11-30,21:58:12,v2.5.3
argo-cd-5.15.1,2022-11-30,21:38:35,v2.5.3
argo-cd-5.15.0,2022-11-29,21:15:00,v2.5.3
argo-cd-5.14.3,2022-11-28,22:10:18,v2.5.3
argo-workflows-0.20.11,2022-11-26,01:08:34,v3.4.3
argo-workflows-0.20.10,2022-11-25,00:36:01,v3.4.3
argo-cd-5.14.2,2022-11-25,17:40:10,v2.5.2
argo-workflows-0.20.9,2022-11-23,07:18:21,v3.4.3
argo-cd-5.14.1,2022-11-21,10:39:57,v2.5.2
argo-cd-5.14.0,2022-11-20,13:30:05,v2.5.2
argo-cd-5.13.9,2022-11-17,15:26:43,v2.5.2
argo-workflows-0.20.8,2022-11-14,11:20:39,v3.4.3
argo-cd-5.13.8,2022-11-11,02:11:52,v2.5.2
argo-workflows-0.20.7,2022-11-10,00:36:36,v3.4.3
argo-cd-5.13.7,2022-11-10,01:56:07,v2.5.2
argo-cd-5.13.6,2022-11-08,16:04:52,v2.5.2
argo-cd-5.13.5,2022-11-07,21:55:16,v2.5.1
argo-cd-5.13.4,2022-11-06,21:13:41,v2.5.1
argo-cd-5.13.3,2022-11-06,04:19:47,v2.5.1
argo-cd-5.13.2,2022-11-03,08:37:01,v2.5.1
argo-cd-5.13.1,2022-11-02,07:31:33,v2.5.1
argo-workflows-0.20.6,2022-11-01,09:26:43,v3.4.3
argo-cd-5.13.0,2022-11-01,19:27:19,v2.5.0
argo-cd-5.12.3,2022-11-01,14:57:44,v2.5.0
argo-cd-5.12.2,2022-10-31,17:38:56,v2.5.0
argo-cd-5.9.1,2022-10-30,17:48:16,v2.5.0
argo-cd-5.9.0,2022-10-30,15:38:31,v2.5.0
argo-cd-5.12.1,2022-10-30,23:48:29,v2.5.0
argo-cd-5.12.0,2022-10-30,22:03:51,v2.5.0
argo-cd-5.11.0,2022-10-30,20:44:31,v2.5.0
argo-cd-5.10.0,2022-10-30,19:13:05,v2.5.0
argo-cd-5.8.7,2022-10-29,19:08:37,v2.5.0
argo-cd-5.8.6,2022-10-29,09:24:01,v2.5.0
argo-cd-5.8.5,2022-10-28,10:18:33,v2.5.0
argo-cd-5.8.4,2022-10-28,08:50:11,v2.5.0
argo-workflows-0.20.5,2022-10-27,01:05:01,v3.4.2
argo-cd-5.8.3,2022-10-27,12:18:27,v2.5.0
argo-cd-5.8.2,2022-10-26,13:19:29,v2.5.0
argo-cd-5.8.1,2022-10-26,11:11:40,v2.5.0
argo-workflows-0.20.4,2022-10-25,06:19:19,v3.4.2
argo-cd-5.8.0,2022-10-25,21:22:42,v2.5.0
argo-cd-5.7.0,2022-10-25,17:05:58,v2.4.15
argo-cd-5.6.8,2022-10-25,14:09:11,v2.4.15
argo-cd-5.6.7,2022-10-25,13:30:20,v2.4.15
argo-cd-5.6.6,2022-10-25,06:42:17,v2.4.15
argo-workflows-0.20.3,2022-10-24,05:53:54,v3.4.2
argo-cd-5.6.5,2022-10-24,21:48:21,v2.4.15
argo-cd-5.6.4,2022-10-24,17:06:09,v2.4.15
argo-workflows-0.20.2,2022-10-22,07:37:48,v3.4.1
argo-cd-5.6.3,2022-10-22,12:59:43,v2.4.15
argo-cd-5.6.2,2022-10-21,08:11:20,v2.4.15
argo-cd-5.6.1,2022-10-20,11:23:48,v2.4.15
argocd-apps-0.0.3,2022-10-13,22:07:34,
argo-cd-5.6.0,2022-10-13,22:30:23,v2.4.14
argo-cd-5.5.25,2022-10-13,16:17:41,v2.4.14
argocd-apps-0.0.2,2022-10-12,08:34:02,
argo-cd-5.5.24,2022-10-12,12:55:54,v2.4.14
argo-cd-5.5.23,2022-10-12,11:46:40,v2.4.14
argo-cd-5.5.22,2022-10-12,08:04:42,v2.4.14
argocd-image-updater-0.8.1,2022-10-11,22:21:29,v0.12.0
argo-cd-5.5.21,2022-10-11,14:12:05,v2.4.14
argo-cd-5.5.20,2022-10-11,14:00:11,v2.4.14
argo-cd-5.5.19,2022-10-11,12:29:07,v2.4.14
argo-cd-5.5.18,2022-10-10,20:46:29,v2.4.14
argo-cd-5.5.17,2022-10-10,19:09:27,v2.4.14
argo-cd-5.5.16,2022-10-09,13:23:27,v2.4.14
argo-cd-5.5.15,2022-10-09,08:34:22,v2.4.14
argo-cd-5.5.14,2022-10-08,22:23:13,v2.4.14
argo-cd-5.5.13,2022-10-08,11:28:42,v2.4.14
argo-cd-5.5.12,2022-10-07,10:52:38,v2.4.14
argo-cd-5.5.9,2022-10-06,14:32:23,v2.4.13
argo-cd-5.5.11,2022-10-06,22:23:50,v2.4.14
argo-cd-5.5.10,2022-10-06,21:05:05,v2.4.14
argo-cd-5.5.8,2022-10-04,00:58:31,v2.4.13
argo-workflows-0.20.1,2022-10-02,09:28:15,v3.4.1
argo-rollouts-2.21.1,2022-09-30,22:29:28,v1.3.1
argo-cd-5.5.7,2022-09-30,13:26:36,v2.4.12
argo-rollouts-2.21.0,2022-09-29,06:43:50,v1.3.0
argo-events-2.0.6,2022-09-29,15:55:01,v1.7.3
argo-workflows-0.20.0,2022-09-28,13:51:07,v3.4.0
argo-cd-5.5.6,2022-09-28,11:06:18,v2.4.12
argo-workflows-0.19.6,2022-09-27,12:44:09,v3.4.0
argo-workflows-0.19.5,2022-09-27,09:53:23,v3.4.0
argo-workflows-0.19.4,2022-09-26,04:11:17,v3.4.0
argo-workflows-0.19.3,2022-09-26,01:49:55,v3.4.0
argo-cd-5.5.5,2022-09-25,17:03:01,v2.4.12
argo-workflows-0.19.2,2022-09-24,00:03:59,v3.4.0
argo-cd-5.5.4,2022-09-22,17:20:47,v2.4.12
argo-cd-5.5.3,2022-09-22,08:53:07,v2.4.12
argo-workflows-0.19.1,2022-09-21,12:51:22,v3.4.0
argo-workflows-0.19.0,2022-09-21,10:35:00,v3.4.0
argo-cd-5.5.2,2022-09-21,19:06:26,v2.4.12
argo-cd-5.5.1,2022-09-21,18:21:31,v2.4.12
argo-cd-5.5.0,2022-09-21,11:48:56,v2.4.12
argo-cd-5.4.8,2022-09-21,07:32:29,v2.4.12
argo-events-2.0.5,2022-09-20,11:55:01,v1.7.2
argo-workflows-0.18.0,2022-09-19,16:10:42,v3.4.0
argo-cd-5.4.7,2022-09-19,21:37:54,v2.4.12
argo-cd-5.4.6,2022-09-19,12:57:09,v2.4.12
argo-cd-5.4.5,2022-09-19,11:44:57,v2.4.12
argo-cd-5.4.4,2022-09-16,08:58:43,v2.4.12
argo-cd-5.4.3,2022-09-08,17:00:01,v2.4.11
argo-cd-5.4.2,2022-09-06,10:13:54,v2.4.11
argo-cd-5.4.1,2022-09-04,08:48:29,v2.4.11
argo-cd-5.4.0,2022-08-30,15:30:53,v2.4.11
argo-workflows-0.17.1,2022-08-26,09:03:18,v3.3.9
argo-rollouts-2.20.0,2022-08-26,16:40:20,v1.2.2
argo-rollouts-2.19.2,2022-08-26,09:03:17,v1.2.2
argo-events-2.0.4,2022-08-26,09:03:16,v1.7.1
argo-cd-5.3.6,2022-08-26,16:15:52,v2.4.11
argo-cd-5.3.5,2022-08-26,13:38:01,v2.4.11
argo-cd-5.3.4,2022-08-26,09:03:15,v2.4.11
argo-cd-5.3.3,2022-08-25,22:09:36,v2.4.11
argo-cd-5.3.2,2022-08-25,21:39:21,v2.4.11
argo-cd-5.3.1,2022-08-25,11:35:35,v2.4.11
argo-cd-5.3.0,2022-08-25,10:42:01,v2.4.11
argo-cd-5.2.2,2022-08-25,10:13:10,v2.4.11
argo-cd-5.2.1,2022-08-25,09:08:04,v2.4.11
argo-cd-5.2.0,2022-08-25,08:43:06,v2.4.11
argo-cd-5.1.0,2022-08-25,06:41:11,v2.4.11
argo-cd-5.0.0,2022-08-24,15:12:21,v2.4.11
argo-rollouts-2.19.0,2022-08-23,02:43:29,v1.2.0
